df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_investor_sd_plus_v5_savings,spd_mortgage_amount,spd_home_to_income_ratio,spd_spendex_education_v3,spd_charity_sd_highdollar_v2,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,exp_financial_major_credit_card_user,exp_financial_store_credit_card_user,exp_financial_premium_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_loc_hbb_office,spd_bc_prof_manager,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_middle_mgmt,spd_jobs_sd_retired,spd_jobs_sd_student,spd_sd_employment,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_lor_v2,spd_purch_prod_comp_quality,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_change_in_home_value_12_mo,spd_ratio_home_value_12mo_to_income,spd_investments_v2,spd_children_prod_back_school_v2,spd_presence_of_children_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_paydowns,exp_fin_seg_credit_card_surfers,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_ethnic_sd_v2_hispanic,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
5.95285E+17,43358,6099,56.73600871,4,2,5,49,412,304,2,99,97,91,60,95,0,0,0,7,6,26,0,0,0,4,2,5,3,3,0,0,1,7,3,3,0,0,1,1.5,2.833333333,3.038461538,6,-1,-2,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,2,1
5.6692E+18,18123,630,56.73600871,4,2,5,0,454,36,1,64,64,78,57,67,0,0,0,6,4,26,0,0,0,2,3,4,3,4,0,0,2,17,6,6,0,0,1,1.5,2.866666667,4,4,2,4,0,1,1,1,1,1,0,0,1,0,2,1,0,0,1,0,0,0,2,3,1
2.58555E+18,195415,26466,56.73600871,8,0,5,0,495,494,4,98,89,85,53,81,0,0,0,6,5,32,0,0,0,5,4,6,5,4,0,0,2,41,4,3,0,0,1,4,2.933333333,3.961538462,6,5,13,0,0,0,0,0,0,1,0,2,3,0,3,0,0,0,0,0,0,3,2,1
7.56892E+18,55235,8114,56.73600871,3,2,4,0,552.5538746,101,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,0,0,0,7,7,38,0,0,0,2,2,3,3,7,0,0,2.146120916,10,7,6,0,0,0,1,2.733333333,4.076923077,5.5,19.42174743,20.12384979,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
3.09479E+18,147472,26854,56.73600871,4,9,86,0,416,2893,4,72,72,70,90,65,5,3,4,5,3,81,2,3,3,3,2,3,5,5,5,2,1,0,5,5,0,0,0,3.5,2.666666667,2.846153846,5.5,18,12,1,0,0,0,0,1,0,0,3,0,0,3,0,2,0,0,0,1,3,4,1
4.37862E+18,72398,12486,56.73600871,3,3,6,0,423,604,2,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,2,4,3,4,1,39,6,2,5,1,1,1,1,4,2,3,2,0,5,2,0,0,0,0,2.766666667,3.230769231,5.5,17,26,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,6,6.372005492,1
9.16604E+18,117251,16773,56.73600871,3,20,55,0,423,4990,3,94,44,61,80,71,5,4,7,6,3,50,2,4,6,3,2,4,3,7,5,4,2,1,4,4,0,0,0,0,0,0,4.5,54,18,1,0,0,0,0,1,0,0,3,0,1,3,0,0,0,0,0,0,1,4,1
8.71975E+18,108811,25795,56.73600871,2,0,6,239,426,446,4,42,33,57,65,65,2,5,5,5,3,55,4,7,5,3,3,5,3,6,2,3,2.146120916,3,3,3,0,0,0,4,3,3.076923077,5.5,6,7,1,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,7,9,1
8.94589E+18,71560,16316,56.73600871,1,2,15,301,258,447,3,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,3,6,6,5,3,52,3,7,4,2,2,4,3,5,4,2,2,4,5,4,0,0,0,3.5,2.9,3.115384615,3,-1,-2,1,0,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,6,6.372005492,1
4.74657E+18,60658,16651,56.73600871,1,5,82,592,488,858,5,37,61,59,89,65,6,6,5,6,2,57,2,7,7,3,2,4,4,7,5,6,2.146120916,2,4,5,0,0,0,0,2.3,2.461538462,4,37,36,1,0,1,0,0,0,1,0,2,0,5,1,1,0,0,0,0,0,3,3,1
5.07964E+18,36284,3141,56.73600871,4,6,5,190,415,1133,4,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,3,7,6,5,3,60,5,7,5,2,2,4,3,7,6,4,2.146120916,7,6,5,0,0,0,2,4.933333333,4.346153846,5,1,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
7.33985E+18,107923,26728,56.73600871,7,4,76,0,453,827,3,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,2,7,7,6,4,36,2,2,5,2,2,4,3,7,3,3,2,22,5,5,0,0,0,0,2.3,2.461538462,7.5,14,17,1,0,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,6,6.372005492,1
8.01497E+18,106600,14770,57,9,0,6,0,552.5538746,330,2,99,96,84,91,75,0,0,0,4,5,44,0,0,0,4,5,6,2,3,0,0,1,8,6,5,0,0,0,1.5,2.4,3.923076923,5.5,19.42174743,20.12384979,0,0,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,2,1,1
6.28841E+18,171761,70048,57,3,5,5,0,459,1236,4,99,19,9,70,10,6,2,4,4,7,41,6,2,6,1,1,1,1,4,6,6,1,12,5,5,0,0,1,0,0,0,3.5,14,19,1,0,0,1,0,0,1,0,3,2,5,1,0,0,1,0,1,0,9,10,1
9.35093E+17,71851,9794,57,8,2,48,0,452,676,5,51,87,80,89,81,2,3,4,6,7,32,5,2,5,4,5,5,3,5,5,7,1,16,7,5,0,0,0,1,0.066666667,1,3.5,16,28,1,0,0,0,0,0,1,0,3,4,0,1,0,0,1,1,0,0,4,4,1
2.96363E+18,84952,10827,57,5,5,5,133,422,732,5,97,73,74,53,77,2,3,6,4,6,47,5,6,4,6,4,4,3,4,6,2,2,21,4,4,0,0,0,4.5,1.7,0,5.5,11,13,1,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,3,4,1
5.8668E+18,91591,36836,57,8,5,12,0,414,382,4,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,2,3,3,6,6,40,7,3,5,4,3,5,3,5,1,6,2,6,5,4,0,0,0,0,3,3.038461538,6,-9,-9,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,6,6.372005492,1
7.66647E+18,129709,22499,57,4,4,8,0,421,893,3,81,57,60,19,37,4,3,2,5,7,39,6,3,5,2,3,4,3,4,2,6,3,18,4,4,0,0,0,3.5,1.333333333,0.576923077,5.5,8,10,1,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,0,5,7,1
8.79708E+18,94330,26103,57,4,2,5,0,420,632,4,89,67,73,42,59,1,4,2,6,4,53,5,7,7,1,1,1,1,4,1,4,2,29,2,2,0,0,1,3,1.766666667,3.269230769,5.5,1,2,1,0,0,0,0,0,1,0,2,2,0,3,0,0,0,0,1,0,5,6,1
7.76015E+18,55958,8717,57,8,3,6,0,417,339,3,95,62,67,18,61,1,4,6,3,4,40,7,1,4,6,3,5,3,3,4,3,2,47,7,3,0,0,1,3.5,2.733333333,3.115384615,6,4,8,0,0,0,0,0,0,0,1,2,0,4,3,0,0,0,0,1,0,2,7,1
1.87783E+17,136065,39281,57,5,8,88,284,416,2673,4,83,72,61,71,51,6,5,6,7,7,67,5,4,5,4,3,3,3,6,4,6,2.146120916,20,7,7,0,0,0,0,0,0,4,50,31,1,0,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,0,4,3,1
8.50601E+18,44571,11515,58,5,2,84,66,414,9901,5,39,28,49,77,23,1,1,2,4,4,68,6,7,2,3,4,4,3,4,2,7,2.146120916,13,4,2,0,0,0,0,1.9,2.346153846,3,-4,-1,1,0,0,0,0,0,1,0,2,0,5,2,2,0,0,0,1,0,5,8,1
8.62058E+17,112728,14478,58,4,2,8,132,418,709,5,27,29,50,31,25,4,4,3,4,4,53,5,7,4,5,3,5,4,4,2,4,3,23,2,2,0,0,1,0,1.9,0,4,14,18,1,0,1,1,0,0,1,0,2,5,4,2,0,0,0,0,1,0,6,5,1
7.13738E+18,84890,16698,58,6,3,5,103,457,381,5,60,71,66,57,69,2,5,6,4,6,49,6,5,5,3,3,5,2,5,6,4,3,16,4,4,0,0,0,2,0.6,0,6,10,17,1,0,0,0,0,0,1,0,1,4,0,3,1,0,1,0,1,0,3,6,1
2.01293E+18,73998,15750,58,8,8,67,158,455,2672,4,68,66,55,9,64,3,6,6,5,7,49,7,5,3,4,5,4,4,5,4,3,3,28,5,2,0,0,1,3,0.2,1.269230769,6,29,18,1,0,0,0,0,0,1,0,2,3,1,1,1,0,1,0,1,0,4,8,1
6.25472E+18,34324,3471,58,5,2,5,0,448,477,2,94,73,73,83,72,4,7,7,3,7,41,3,4,5,4,2,5,3,6,5,7,2.146120916,10,5,4,0,0,0,0,0,2.076923077,5,13,28,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,2,2,1
3.76087E+18,46617,7125,59,5,4,6,0,420,1104,4,25,5,7,56,11,2,2,5,6,3,52,5,7,7,3,3,5,5,6,3,3,2.146120916,6,2,2,0,0,0,5,1.4,4,5,15,20,1,0,0,0,0,1,0,0,2,1,0,3,2,0,0,1,0,0,9,10,1
6.46079E+18,126599,20223,59,1,1,93,0,457,3150,5,62,22,23,46,36,7,2,5,4,7,53,7,7,6,1,1,1,1,4,5,5,3,29,6,3,0,0,1,0,0,1.384615385,2.5,29,16,1,0,0,0,1,0,1,0,3,3,5,1,2,0,1,1,0,0,9,8,1
2.25536E+18,76371,26770,59,9,8,51,0,414,1697,4,99,63,67,47,63,7,2,1,3,6,41,5,4,4,6,3,5,4,4,3,4,2,41,6,5,0,0,0,0,1.6,2.5,5.5,-28,-26,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,6,5,1
3.29781E+18,44871,6808,59,6,3,15,0,413,801,5,97,94,89,69,94,2,3,4,4,2,63,6,4,4,5,3,5,4,4,1,4,2.146120916,24,2,2,0,0,1,2.5,3.7,4.461538462,6,8,6,1,0,1,0,0,0,1,0,2,1,0,3,0,0,0,1,0,0,2,3,1
2.9576E+18,77256,26026,59,8,2,33,0,421,1101,5,84,56,63,49,52,3,3,3,3,4,54,5,4,4,5,5,5,3,4,3,1,1,24,3,2,0,0,1,3.5,0.233333333,1.076923077,5,8,11,1,0,0,0,0,0,1,0,1,4,3,2,0,0,0,0,1,0,6,8,1
4.27981E+18,101099,17988,59,2,7,88,322,439,2196,4,6,2,1,32,6,7,4,3,5,6,73,3,7,4,2,2,3,3,5,3,5,2,9,7,5,0,0,0,1.5,2.366666667,2.384615385,4.5,24,11,1,0,0,0,0,0,1,0,2,3,5,3,1,1,0,0,0,1,9,5,1
8.53897E+18,116082,21128,59,7,2,5,0,415,808,3,99,62,29,15,41,1,4,4,7,6,38,7,2,3,4,3,5,3,4,4,4,2,24,5,5,0,0,0,0,3.1,3.884615385,4,14,25,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,0,0,7,5,1
6.7449E+18,141121,14638,59,3,8,68,261,453,1463,5,45,47,51,19,68,4,4,6,3,6,48,5,4,4,7,1,1,1,5,7,5,2,21,7,6,0,0,1,0,1.633333333,1.961538462,4.5,18,14,1,0,0,0,0,0,1,0,2,1,3,2,0,0,1,0,1,0,5,7,1
3.54946E+18,25335,6397,59,7,1,12,0,425,676,2,78,79,74,96,60,2,4,3,4,5,47,6,3,5,5,3,5,3,4,4,3,2.146120916,19,3,2,0,0,1,1,2.7,4.269230769,6,13,25,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,1,0,0,4,4,1
1.76362E+18,96887,17270,59,2,5,13,0,416,603,4,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,6,3,4,3,52,5,5,5,1,7,1,1,4,5,4,3,22,4,2,0,0,1,0,0,0,3.5,4,4,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,6,6.372005492,1
8.26593E+17,116367,23947,60,9,2,19,0,426,797,5,15,24,30,5,20,3,2,1,3,4,55,6,6,3,6,4,5,4,3,1,3,3,33,2,2,0,0,1,0,0.633333333,0,4.5,21,26,1,0,0,0,0,0,1,0,2,5,4,3,0,0,0,0,1,0,9,10,1
4.12207E+18,146955,14932,60,2,2,6,0,413,674,5,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,3,2,3,2,6,45,7,6,3,1,7,1,1,3,1,7,2,33,5,4,0,1,0,2,3.266666667,2.461538462,3,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,1,0,0,6,6.372005492,1
6.24939E+18,97574,17718,60,8,6,14,0,409,905,4,90,85,81,83,88,1,2,2,5,4,39,6,1,3,4,3,6,3,2,1,5,2.146120916,12,5,2,0,0,0,5,2.166666667,3.769230769,5,18,27,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,4,3,1
3.03532E+18,94922,11662,60,5,1,5,0,425,513,4,99,78,79,61,80,1,3,1,2,5,41,7,1,3,4,4,5,2,2,1,7,1,23,5,2,0,0,1,3,2.766666667,4.961538462,5.5,12,24,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,0,7,6,1
3.0105E+18,88289,28965,60,2,3,92,0,407,1772,6,46,47,22,27,51,2,4,2,1,4,66,1,7,3,4,5,6,2,3,1,4,2.146120916,12,4,2,0,0,0,4.5,1.3,0,4,16,17,1,0,0,0,0,0,0,1,4,3,5,3,0,2,0,1,0,0,6,9,1
5.03299E+18,48632,9783,61,8,1,5,0,418,852,3,44,32,19,73,48,3,1,4,3,7,38,7,4,3,4,3,5,3,4,1,4,2,59,6,3,0,0,0,1,3.266666667,1.384615385,5.5,13,22,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,7,10,1
9.93864E+17,38641,6817,61,8,3,8,0,421,1196,4,83,67,53,9,58,1,1,2,4,4,42,6,2,2,4,3,5,4,4,3,5,3,32,6,3,0,0,0,3.5,0.233333333,0.461538462,4,22,31,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,5,7,1
1.71112E+18,83347,20182,61,5,8,96,166,413,2515,7,66,82,79,90,83,3,2,2,6,2,63,6,6,2,6,4,3,5,4,4,7,3,10,4,4,1,1,1,2.5,2.433333333,2.692307692,6,42,27,1,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,1,0,4,6,1
3.1316E+18,47116,11765,61,1,3,5,0,412,796,2,55,28,41,54,26,3,2,4,4,7,38,7,2,3,4,3,5,2,3,1,4,2,12,4,4,0,0,1,2.5,1.8,0,3.5,3,5,0,0,0,0,0,0,0,1,2,2,3,2,0,0,0,0,1,0,4,7,1
5.75878E+18,100713,20230,61,8,3,6,0,416,760,4,98,81,76,42,79,4,2,4,4,7,58,3,4,4,1,1,1,1,3,1,7,2.146120916,28,4,2,0,0,0,0,1.466666667,1.653846154,6.5,14,25,1,0,0,0,0,0,0,1,2,5,0,2,0,0,0,0,0,0,4,1,1
7.12706E+18,83169,9721,61,4,6,49,298,263,1904,4,25,10,20,52,6,6,2,3,6,6,73,3,5,3,2,2,3,3,5,4,5,2.146120916,3,5,4,0,0,0,0,4.833333333,4.076923077,5,3,2,1,0,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,8,8,1
3.12113E+18,129675,19818,61,5,5,92,162,421,1874,5,92,64,41,76,58,4,3,4,4,6,64,4,5,4,5,3,5,3,4,6,2,1,26,2,2,0,0,0,0,0.766666667,1.461538462,5.5,20,16,1,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,6,6,1
6.18165E+18,68899,20745,61,5,2,5,0,491,1759,3,3,24,52,82,2,3,3,4,4,5,54,6,4,2,3,3,4,3,4,2,3,2.146120916,51,6,4,0,0,0,0,1.8,2.346153846,3.5,20,19,1,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,1,0,8,5,1
4.52869E+18,90214,14766,61,5,2,5,0,427,769,4,20,43,60,72,45,1,3,3,6,3,48,7,3,3,5,3,5,2,2,2,3,2,12,4,2,0,0,0,0,3.466666667,2.423076923,5.5,3,6,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,7,8,1
2.31683E+18,90223,9200,61,9,3,5,0,416,1005,3,99,63,61,64,57,2,5,7,6,7,56,4,4,3,2,3,4,3,5,3,3,2.146120916,51,6,5,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,0,0,3,6,1
4.07861E+18,42814,8191,62,6,4,5,0,552.5538746,237,3,13,26,22,75,18,0,0,0,4,4,63,0,0,0,2,3,5,2,3,0,0,3,0,4,2,0,0,0,0,0,0,4,19.42174743,20.12384979,1,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,7,9,1
3.37886E+17,164800,26059,62,1,9,120,0,414,3047,6,27,1,2,30,2,5,2,2,3,3,94,3,7,4,4,5,3,3,3,4,4,3,23,6,3,0,0,0,3,2.366666667,3.230769231,5.5,48,27,1,0,0,0,0,0,1,0,4,5,3,2,0,0,0,0,0,1,10,7,1
5.8781E+18,52460,8041,62,1,2,92,0,421,3680,7,99,58,56,26,62,6,2,1,5,4,76,5,3,2,7,1,1,1,4,3,6,2,19,2,1,0,0,0,4,0.266666667,3.923076923,2.5,53,28,1,0,0,0,1,0,1,0,2,4,5,3,0,0,0,0,1,0,3,8,1
4.32428E+18,111555,19828,62,4,3,5,146,425,235,2,53,47,48,72,30,3,3,6,4,7,52,1,7,4,7,1,1,1,5,1,7,3,10,4,2,0,0,0,0,0,0,4,17,26,1,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,6,9,1
7.00523E+18,70564,9854,22,4,3,59,134,364,1315,3,99,57,36,37,31,7,7,4,3,5,34,4,3,5,3,2,3,4,3,2,5,2.146120916,12,1,5,0,0,0,0,2.733333333,3.076923077,5,20,27,1,0,0,1,0,1,0,0,2,3,1,2,0,0,0,0,0,1,7,8,1
5.78338E+18,85246,11994,23,3,3,5,0,413,1100,3,25,52,61,54,58,3,7,5,6,6,32,5,2,6,2,2,3,3,3,5,4,2,3,3,5,0,0,0,4.5,2.933333333,3.192307692,5.5,17,30,0,0,1,1,0,1,0,0,2,4,2,2,0,0,0,0,0,0,6,8,1
1.00518E+18,73918,19379,24,4,2,5,0,424,535,2,92,99,99,98,91,0,0,0,6,6,25,0,0,0,2,2,2,4,4,0,0,2.146120916,17,3,6,0,0,0,0.5,4.233333333,3.576923077,5,14,26,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1
4.45694E+18,135334,19734,24,6,4,5,248,412,633,3,66,53,42,12,47,6,6,5,6,5,35,4,5,6,2,2,2,3,5,7,6,2.146120916,5,4,7,0,0,0,0.5,1.9,3,6.5,22,25,0,0,1,1,0,1,0,0,2,5,1,2,0,0,0,0,1,0,7,8,1
5.6241E+18,77314,18419,24,8,2,5,0,414,338,1,73,93,99,84,84,1,7,7,7,7,28,5,2,7,2,2,2,3,5,1,2,2.146120916,0,4,7,0,0,0,0,2.7,6.230769231,7,-1,-2,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,2,1
2.88997E+18,53038,9328,24,6,4,5,0,414,751,1,86,45.36209494,44.88521373,48.32513768,44.96361096,1,7,6,4,6,28,7,2,5,2,2,2,2,3,4,5,2.146120916,3,6,7,0,0,0,2,4.333333333,0,6,3,4,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,6,6.372005492,1
6.45583E+18,123358,24624,25,5,15,61,0,259,3019,6,99,16,13,91,20,5,6,4,3,3,53,4,5,4,1,1,1,7,5,6,7,3,1,3,7,0,1,0,0.5,1.833333333,0.884615385,3.5,-18,-6,1,0,0,1,0,1,0,0,2,4,5,1,0,0,0,0,0,0,8,4,1
3.8455E+18,36699,10627,25,4,3,18,0,411,983,2,72,46,40,41,32,4,6,5,5,4,28,4,2,6,2,2,2,3,5,3,5,2.146120916,9,4,6,0,0,0,0.5,2.7,4.5,5.5,-1,-1,0,0,0,1,0,1,0,0,3,0,3,3,0,0,0,1,0,0,6,9,1
9.17118E+18,134462,22369,25,3,4,8,240,414,1840,3,36,56,60,39,66,4,6,5,6,6,34,3,5,7,2,2,2,3,6,7,3,2.146120916,17,5,7,0,0,0,0.5,1.766666667,2.230769231,5,21,18,1,0,0,1,0,1,0,0,2,2,4,2,1,0,0,0,0,0,7,4,1
5.22892E+18,38325,16110,25,3,8,2,0,413,1078,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,2,7,5,6,3,38,2,4,6,2,2,2,5,7,5,3,2.146120916,4,6,7,0,0,0,0.5,1.266666667,2.076923077,5.5,10,8,1,0,1,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,6,6.372005492,1
6.3029E+18,97117,57565,25,5,8,4,0,413,802,1,68,50,67,16,70,1,7,7,5,7,33,4,1,6,2,2,2,3,6,5,7,2.146120916,16,6,7,0,0,0,1,1.7,3.730769231,5.5,-3,-3,0,1,1,1,0,1,0,0,1,0,3,2,0,0,0,0,0,0,2,7,1
5.05603E+18,110083,19290,26,5,6,52,0,457,1554,2,89,42,70,18,24,3,7,7,7,7,24,5,7,7,2,2,2,5,6,6,4,3,26,5,7,0,0,0,1.5,1.833333333,2.230769231,5,21,18,0,0,1,1,0,1,0,0,2,5,0,2,0,0,1,0,0,0,6,9,1
6.30022E+18,45374,11843,26,6,5,5,0,260,675,1,39,33,67,46,20,3,7,6,7,5,35,2,5,5,2,2,3,5,5,4,5,2.146120916,1,3,7,0,0,1,3.5,2.033333333,3.846153846,5.5,6,7,1,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,3,4,1
1.7387E+17,60969,13742,27,4,0,5,65,419,396,1,92,83,82,72,84,0,0,0,4,5,30,0,0,0,2,2,2,6,6,0,0,1,3,5,5,0,0,0,4,2.933333333,3.884615385,4.5,5,12,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,2,1
3.68236E+18,54991,8014,27,3,2,5,0,417,702,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,0,0,0,6,7,28,0,0,0,1,1,1,1,5,0,0,2.146120916,3,6,7,0,0,0,0.5,2,1.884615385,4.5,-4,-8,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6,6.372005492,1
1.40674E+18,57442,24064,27,1,3,5,0,455,952,1,40,77,83,41,78,4,6,5,5,5,24,5,4,6,2,3,2,4,5,3,5,2,2,6,7,0,0,0,1.5,5.2,5.653846154,5,4,5,0,0,1,1,0,1,0,0,2,0,2,2,0,0,1,0,0,0,2,2,1
4.48488E+18,93682,23626,28,4,4,5,0,424,1652,2,99,38,39,64,70,4,5,4,4,4,33,2,2,4,2,2,3,5,5,5,6,2.146120916,26,3,7,0,0,0,3.5,5.566666667,5.269230769,7.5,41,24,1,0,1,1,0,1,0,0,2,1,4,3,0,0,0,0,0,0,8,9,1
1.00346E+18,57140,13311,28,8,2,5,0,414,635,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,7,7,6,7,26,3,2,6,2,2,2,4,7,7,5,2.146120916,9,3,7,0,0,0,0.5,4.4,4.307692308,6.5,-1,-1,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
5.34992E+18,53190,7114,28,7,2,5,0,419,754,2,41,47,39,13,51,1,7,6,4,2,35,3,3,6,4,3,5,6,6,5,2,2,26,2,5,0,0,1,3,1.933333333,5.961538462,7,-1,-2,1,0,1,1,0,1,0,0,1,5,4,2,0,0,0,0,0,0,7,10,1
1.66375E+18,39023,10861,29,7,1,0,0,552.5538746,253,1,90,67,53,58,54,0,0,0,7,7,27,0,0,0,2,2,2,4,7,0,0,2.146120916,17,6,7,0,0,0,0.5,2.3,1.346153846,5,19.42174743,20.12384979,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,3,4,1
6.32485E+18,66893,25982,29,2,2,1,0,330,461,1,95,77,84,67,75,0,0,0,4,5,19,0,0,0,2,2,2,4,4,0,0,2.146120916,10,5,7,0,0,0,1,5.2,3.807692308,5.5,2,9,0,1,0,1,0,1,0,0,1,0,3,3,0,0,1,0,0,0,1,1,1
2.23029E+18,172756,27551,29,4,10,41,0,413,1518,3,60,49,69,50,29,5,5,4,6,4,32,5,7,7,3,3,2,5,6,7,4,3,6,6,7,0,0,1,0,4.033333333,3.5,6.5,1,0,1,0,1,1,0,1,0,0,2,0,3,3,1,0,0,0,0,0,3,6,1
6.30983E+18,36086,7609,29,1,1,9,0,421,928,2,89,52,54,76,57,1,7,5,7,6,43,4,3,4,3,2,3,6,6,3,5,2.146120916,4,2,5,1,0,0,0,5.166666667,4.653846154,5,26,17,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,5,6,1
7.62359E+18,87204,15411,29,5,2,5,139,455,415,1,80,56,25,27,79,1,7,6,4,4,29,1,7,5,2,4,2,4,6,5,4,2.146120916,8,4,7,0,0,0,1,0.766666667,3.269230769,4.5,3,5,1,0,0,1,0,1,0,0,2,1,1,2,0,0,1,0,0,0,5,5,1
8.43047E+18,70288,13240,29,5,2,5,0,410,576,2,86,65,74,90,68,1,7,6,3,3,38,5,5,5,4,2,4,6,6,1,5,2,6,1,6,1,1,0,1.5,5.7,5.153846154,5.5,16,25,1,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,1,0,3,4,1
1.34687E+18,170202,36799,29,3,4,84,0,422,1142,6,51,32,59,79,47,2,7,7,6,4,32,4,3,6,2,3,2,4,5,7,3,3,22,1,5,0,0,1,0,0,1.846153846,5,15,22,1,0,1,1,0,0,1,0,2,2,4,3,0,0,0,0,0,0,4,7,1
1.85414E+18,38128,3730,30,5,2,5,0,413,341,1,8,75,72,39,83,0,0,0,6,6,32,0,0,0,2,2,2,5,4,0,0,1,0,3,7,0,0,0,0,0,0,5,-3,-7,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,7,5,1
3.5947E+18,44939,21618,30,3,7,56,162,412,1999,4,73,49,44,50,58,7,6,4,3,6,52,6,5,4,2,3,2,5,4,6,2,2.146120916,8,3,6,0,1,0,2.5,3.3,3.653846154,5,-8,-7,1,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,4,9,1
2.75055E+18,56003,15891,30,4,2,64,0,302,1417,2,84,68,71,68,50,1,6,6,6,5,49,1,7,7,2,2,2,5,7,6,2,2.146120916,6,2,6,0,0,0,1.5,5.266666667,5.961538462,7.5,11,13,1,0,1,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,4,5,1
